,ISSN,Title,Business Model,USD
1884,1055-7903,Molecular Phylogenetics and Evolution,Hybrid,3600
1885,1674-2052,Molecular Plant,Hybrid,3000
1886,1525-0016,Molecular Therapy,Hybrid,3900
1887,2329-0501,Molecular Therapy - Methods & Clinical Development,Open access,3900
1888,2162-2531,Molecular Therapy - Nucleic Acids,Open access,3900
1889,1286-0115,Morphologie,Hybrid,3120
1890,0245-5919,Motricité Cérébrale,Hybrid,2010
1891,1933-0219,Mucosal Immunology,Open access,3800
1892,2772-5863,Multimodal Transportation,Open access,1500
1893,2211-0348,Multiple Sclerosis and Related Disorders,Hybrid,3020
1894,2468-7812,Musculoskeletal Science and Practice,,3400
1895,0027-5107,Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis,Hybrid,2990
1896,1383-5718,Mutation Research - Genetic Toxicology and Environmental Mutagenesis,Hybrid,3470
1897,1383-5742,Mutation Research - Reviews in Mutation Research,Hybrid,3980
1898,1246-7391,Médecine & Droit,Hybrid,1970
1899,1279-8479,Médecine de Catastrophe - Urgences Collectives,Hybrid,1500
1900,1957-2557,Médecine des Maladies Métaboliques,Hybrid,2210
1901,1769-4493,Médecine du Sommeil,Hybrid,2130
1902,0928-1258,Médecine Nucléaire,Hybrid,2100
1903,1636-6522,Médecine Palliative,Hybrid,2290
1904,1878-7789,Nano Communication Networks,Hybrid,2000
1905,2211-2855,Nano Energy,Hybrid,4910
1906,1748-0132,Nano Today,Hybrid,4690
1907,2666-9781,Nano Trends,Open access,2000
1908,2352-507X,Nano-Structures & Nano-Objects,Hybrid,3220
1909,2452-0748,NanoImpact,Hybrid,2930
1910,1549-9634,"Nanomedicine: Nanotechnology, Biology and Medicine",Hybrid,3280
1911,2949-7191,Natural Language Processing Journal,Open access,1700
1912,2772-4115,Nature-Based Solutions,Open access,1800
1913,0963-8695,NDT & E International,Hybrid,4540
1914,0211-6995,Nefrología,,**
1915,2013-2514,Nefrología (English Edition),,**
1916,1476-5586,Neoplasia,Open access,3440
1917,0893-6080,Neural Networks,Hybrid,3350
1918,0197-4580,Neurobiology of Aging,Hybrid,3200
1919,0969-9961,Neurobiology of Disease,Open access,3210
1920,1074-7427,Neurobiology of Learning and Memory,Hybrid,3730
1921,2452-073X,Neurobiology of Pain,Open access,1940
1922,2451-9944,Neurobiology of Sleep and Circadian Rhythms,Open access,2350
1923,2352-2895,Neurobiology of Stress,Open access,3500
1924,0197-0186,Neurochemistry International,Hybrid,3540
1925,0028-3770,Neurochirurgie,Hybrid,3470
1926,1130-1473,Neurocirugía,Hybrid,2830
1927,2529-8496,Neurocirugía (English Edition),Hybrid,2830
1928,0925-2312,Neurocomputing,Hybrid,2470
1929,1053-8119,NeuroImage,Open access,3450
1930,2213-1582,NeuroImage: Clinical,Open access,3400
1931,2666-9560,NeuroImage: Reports,Open access,1800
1932,2667-257X,Neuroimmunology Reports,Open access,2000
1933,2667-0496,Neurology Perspectives,Open access,1430
1934,0213-4853,Neurología,Open access,2010
1935,2173-5808,Neurología (English Edition),,**
1936,1094-7159,Neuromodulation: Technology at the Neural Interface,Hybrid,3710
1937,0960-8966,Neuromuscular Disorders,Hybrid,3620
1938,0896-6273,Neuron,Hybrid,9080
1939,0143-4179,Neuropeptides,Hybrid,3180
1940,0028-3908,Neuropharmacology,Hybrid,4050
1941,0987-7053,Neurophysiologie clinique,Hybrid,2760
1942,0222-9617,Neuropsychiatrie de l'Enfance et de l'Adolescence,Hybrid,2630
1943,0028-3932,Neuropsychologia,Hybrid,3170
1944,0306-4522,Neuroscience,Hybrid,3000
1945,0149-7634,Neuroscience & Biobehavioral Reviews,Hybrid,4720
1946,2772-4085,Neuroscience Applied,Open access,2000
1947,2772-5286,Neuroscience Informatics,Open access,1500
1948,0304-3940,Neuroscience Letters,Hybrid,2940
1949,0168-0102,Neuroscience Research,Hybrid,2700
1950,1878-7479,Neurotherapeutics,Open access,3900
1951,0161-813X,NeuroToxicology,Hybrid,3800
1952,0892-0362,Neurotoxicology and Teratology,Hybrid,3590
1953,1384-1076,New Astronomy,Hybrid,2790
1954,1387-6473,New Astronomy Reviews,Hybrid,3660
1955,1871-6784,New Biotechnology,Open access,3030
1956,0732-118X,New Ideas in Psychology,Hybrid,3280
1957,2052-2975,New Microbes and New Infections,Open access,2450
1958,2664-3294,New Techno-Humanities,Open access,1400
1959,2949-821X,Next Energy,Open access,1250
1960,2949-8228,Next Materials,Open access,1250
1961,2949-8295,Next Nanotechnology,Open access,1250
1962,2949-8236,Next Sustainability,Open access,1250
1963,2950-1601,Nexus,Open access,5000
1964,2352-3646,NFS Journal,Open access,1500
1965,1089-8603,Nitric Oxide,Hybrid,3370
1966,0362-546X,Nonlinear Analysis,Hybrid,2500
1967,1751-570X,Nonlinear Analysis: Hybrid Systems,Hybrid,3470
1968,1468-1218,Nonlinear Analysis: Real World Applications,Hybrid,3800
1969,2666-5484,North American Spine Society Journal (NASSJ),Open access,1950
1970,1627-4830,NPG Neurologie - Psychiatrie - Gériatrie,Hybrid,1910
1971,2405-6014,Nuclear and Particle Physics Proceedings,Hybrid,2090
1972,0090-3752,Nuclear Data Sheets,Hybrid,3320
1973,0029-5493,Nuclear Engineering and Design,Hybrid,2670
1974,1738-5733,Nuclear Engineering and Technology,,**
1975,0168-9002,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",Hybrid,2690
1976,0168-583X,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Hybrid,2810
1977,2352-1791,Nuclear Materials and Energy,Open access,1720
1978,0969-8051,Nuclear Medicine and Biology,Hybrid,3270
1979,0375-9474,Nuclear Physics A,Hybrid,2210
1980,0550-3213,Nuclear Physics B,Open access,**
1981,1471-5953,Nurse Education in Practice,Hybrid,3700
1982,0260-6917,Nurse Education Today,Hybrid,4090
1983,1541-4612,Nurse Leader,Hybrid,2600
1984,1751-4851,Nursing for Women's Health,Hybrid,3000
1985,0029-6554,Nursing Outlook,Hybrid,3830
1986,0899-9007,Nutrition,Hybrid,3780
1987,0985-0562,Nutrition Clinique et Métabolisme,Hybrid,1810
1988,0271-5317,Nutrition Research,Hybrid,3510
1989,0939-4753,"Nutrition, Metabolism & Cardiovascular Diseases",Hybrid,3000
1990,2451-8476,Obesity Medicine,Hybrid,2090
1991,2667-3681,Obesity Pillars,Open access,2000
1992,1871-403X,Obesity Research & Clinical Practice,Hybrid,2980
1993,0964-5691,Ocean & Coastal Management,Hybrid,3880
1994,0029-8018,Ocean Engineering,Hybrid,4030
1995,1463-5003,Ocean Modelling,Hybrid,3050
1996,0078-3234,Oceanologia,,**
1997,0305-0483,Omega,Hybrid,3760
1998,2590-3322,One Earth,Hybrid,8900
1999,2352-7714,One Health,Open access,2310
2000,2468-6964,Online Social Networks and Media,Hybrid,2070
2001,2666-5395,Open Ceramics,Open access,2000
2002,2659-6636,Open Respiratory Archives,Open access,2060
2003,2352-9520,OpenNano,Open access,2160
2004,2211-6923,Operations Research for Health Care,Hybrid,2990
2005,0167-6377,Operations Research Letters,Hybrid,2760
2006,2214-7160,Operations Research Perspectives,Open access,1440
2007,1048-6666,Operative Techniques in Orthopaedics,Hybrid,2110
2008,1043-1810,Operative Techniques in Otolaryngology - Head and Neck Surgery,Hybrid,2480
2009,1060-1872,Operative Techniques in Sports Medicine,Hybrid,2110
2010,1522-2942,Operative Techniques in Thoracic and Cardiovascular Surgery,Hybrid,2740
2011,0161-6420,Ophthalmology,Hybrid,4590
2012,2589-4196,Ophthalmology Glaucoma,Hybrid,3300
2013,2468-6530,Ophthalmology Retina,Hybrid,3300
2014,2666-9145,Ophthalmology Science,Open access,2500
2015,1068-5200,Optical Fiber Technology,Hybrid,2160
2016,0925-3467,Optical Materials,Hybrid,2420
2017,2590-1478,Optical Materials: X,Open access,1860
2018,1573-4277,Optical Switching and Networking,Hybrid,2280
2019,0030-3992,Optics & Laser Technology,Hybrid,2970
2020,0143-8166,Optics and Lasers in Engineering,Hybrid,3710
2021,0030-4018,Optics Communications,Hybrid,2320
2022,0030-4026,Optik,Hybrid,2470
2023,2214-5419,Oral and Maxillofacial Surgery Cases,Open access,850
2024,1368-8375,Oral Oncology,Hybrid,4510
2025,2772-9060,Oral Oncology Reports,Open access,2100
2026,2212-4403,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",Hybrid,3560
2027,0030-4387,Orbis,Hybrid,1930
2028,2666-2612,Ore and Energy Resource Geology,Hybrid,1650
2029,0169-1368,Ore Geology Reviews,Open access,2460
2030,1566-1199,Organic Electronics,Hybrid,3400
2031,0146-6380,Organic Geochemistry,Hybrid,3050
2032,0749-5978,Organizational Behavior and Human Decision Processes,Hybrid,3120
2033,0090-2616,Organizational Dynamics,Hybrid,2950
2034,2666-1020,Organs-on-a-Chip,Open access,1900
2035,1877-0568,Orthopaedics & Traumatology: Surgery & Research,Hybrid,3290
2036,2666-769X,Orthoplastic Surgery,Open access,1700
2037,1063-4584,Osteoarthritis and Cartilage,Hybrid,2590
2038,2665-9131,Osteoarthritis and Cartilage Open,Open access,1400
2039,2772-6541,Osteoarthritis Imaging,Open access,1400
2040,1615-9071,Osteopathische Medizin,Hybrid,2440
2041,2405-5255,Osteoporosis and Sarcopenia,,**
2042,2468-5488,Otolaryngology Case Reports,Open access,920
2043,0927-538X,Pacific-Basin Finance Journal,Hybrid,2710
2044,1526-0542,Paediatric Respiratory Reviews,Hybrid,4460
2045,1524-9042,Pain Management Nursing,Hybrid,3350
2046,0031-0182,"Palaeogeography, Palaeoclimatology, Palaeoecology",Hybrid,3080
2047,1871-174X,Palaeoworld,Hybrid,3000
2048,1424-3903,Pancreatology,Hybrid,3630
2049,0167-8191,Parallel Computing,Hybrid,2680
2050,2405-6731,Parasite Epidemiology and Control,Open access,1800
2051,1383-5769,Parasitology International,Hybrid,3020
2052,1353-8020,Parkinsonism & Related Disorders,Hybrid,3490
2053,2666-8181,Partial Differential Equations in Applied Mathematics,Open access,1150
2054,1674-2001,Particuology,Hybrid,3090
2055,0031-3025,Pathology,Hybrid,3000
2056,0344-0338,Pathology - Research and Practice,Hybrid,2570
2057,0738-3991,Patient Education and Counseling,Hybrid,3220
2058,0031-3203,Pattern Recognition,Hybrid,2710
2059,0167-8655,Pattern Recognition Letters,Hybrid,2500
2060,2666-3899,Patterns,Open access,8900
2061,2772-6282,PEC Innovation,Open access,1500
2062,0917-2394,Pediatric Dental Journal,Hybrid,2550
2063,2468-1245,Pediatric Hematology Oncology Journal,Open access,600
2064,0887-8994,Pediatric Neurology,Hybrid,3100
2065,1875-9572,Pediatrics and Neonatology,,**
2066,0031-4056,Pedobiologia,Hybrid,2940
2067,0196-9781,Peptides,Hybrid,3460
2068,2588-932X,Perfectionnement en Pédiatrie,Hybrid,2500
2069,2211-2669,Performance Enhancement & Health,Hybrid,3470
2070,0166-5316,Performance Evaluation,Hybrid,2900
2071,2405-6030,Perioperative Care and Operating Room Management,Hybrid,2560
2072,0191-8869,Personality and Individual Differences,Hybrid,3380
2073,2468-1717,Personalized Medicine in Psychiatry,Hybrid,2940
2074,2530-0644,Perspectives in Ecology and Conservation,,**
2075,1433-8319,"Perspectives in Plant Ecology, Evolution and Systematics",Hybrid,3470
2076,1574-1192,Pervasive and Mobile Computing,Hybrid,2490
2077,0048-3575,Pesticide Biochemistry and Physiology,Hybrid,4270
2078,2773-2169,Pharmaceutical Science Advances,Open access,2000
2079,1043-6618,Pharmacological Research,Open access,3500
2080,2667-1425,Pharmacological Research - Modern Chinese Medicine,Open access,1300
2081,2950-1997,Pharmacological Research - Natural Products,Hybrid,2000
2082,2950-2004,Pharmacological Research - Reports,Hybrid,2000
2083,0163-7258,Pharmacology & Therapeutics,Hybrid,5260
2084,0091-3057,Pharmacology Biochemistry and Behavior,Hybrid,3430
2085,2213-4344,PharmaNutrition,Hybrid,3030
2086,2213-5979,Photoacoustics,Open access,2630
2087,1572-1000,Photodiagnosis and Photodynamic Therapy,Hybrid,2450
2088,1569-4410,Photonics and Nanostructures - Fundamentals and Applications,Hybrid,2630
2089,0378-4371,Physica A: Statistical Mechanics and its Applications,Hybrid,3320
2090,0921-4526,Physica B: Condensed Matter,Hybrid,3040
2091,0921-4534,Physica C: Superconductivity and its Applications,Hybrid,2360
2092,0167-2789,Physica D: Nonlinear Phenomena,Hybrid,3240
2093,1386-9477,Physica E: Low-dimensional Systems and Nanostructures,Hybrid,3180
2094,1120-1797,Physica Medica,Hybrid,2450
2095,1874-4907,Physical Communication,Hybrid,2300
2096,1466-853X,Physical Therapy in Sport,Hybrid,2870
2097,1474-7065,"Physics and Chemistry of the Earth, Parts A/B/C",Hybrid,2820
2098,2405-6316,Physics & Imaging in Radiation Oncology,Open access,1680
2099,0375-9601,Physics Letters A,Hybrid,2680
2100,0370-2693,Physics Letters B,Open access,**
2101,1571-0645,Physics of Life Reviews,Hybrid,4770
2102,2212-6864,Physics of the Dark Universe,Hybrid,3120
2103,0031-9201,Physics of the Earth and Planetary Interiors,Hybrid,3190
2104,2666-0326,Physics Open,Open access,1600
2105,0370-1573,Physics Reports,Hybrid,5520
2106,0885-5765,Physiological and Molecular Plant Pathology,Hybrid,3350
2107,0031-9384,Physiology & Behavior,Hybrid,3170
2108,0031-9406,Physiotherapy,Hybrid,3480
2109,0031-9422,Phytochemistry,Hybrid,4150
2110,1874-3900,Phytochemistry Letters,Hybrid,3420
2111,0944-7113,Phytomedicine,Hybrid,3390
2112,2667-0313,Phytomedicine Plus,Open access,1500
2113,0213-9251,Piel,Hybrid,2030
2114,0143-4004,Placenta,Hybrid,3610
2115,0032-0633,Planetary and Space Science,Hybrid,3320
2116,2590-3462,Plant Communications,Open access,2750
2117,2352-4073,Plant Gene,Hybrid,3110
2118,2773-1111,Plant Nano Biology,Open access,2000
2119,0981-9428,Plant Physiology and Biochemistry,Hybrid,3720
2120,0168-9452,Plant Science,Hybrid,3500
2121,2667-064X,Plant Stress,Open access,1610
2122,0147-619X,Plasmid,Hybrid,2850
2123,0304-422X,Poetics,Hybrid,3090
2124,1873-9652,Polar Science,Hybrid,2570
2125,0962-6298,Political Geography,Hybrid,2920
2126,2772-9990,Political Geography Open Research,Open access,2000
2127,0277-5387,Polyhedron,Hybrid,3380
2128,0032-3861,Polymer,Hybrid,3750
2129,0141-3910,Polymer Degradation and Stability,Hybrid,4190
2130,0142-9418,Polymer Testing,Open access,2420
2131,0925-5214,Postharvest Biology and Technology,Hybrid,4160
2132,0032-5791,Poultry Science,Open access,2000
2133,0032-5910,Powder Technology,Hybrid,4230
2134,2772-3704,Power Electronic Devices and Components,Open access,1500
2135,2352-5517,Practical Laboratory Medicine,Open access,2000
2136,1879-8500,Practical Radiation Oncology,Hybrid,2700
2137,1878-7762,Pratique neurologique - FMC,Hybrid,1600
2138,1269-1763,Pratiques Psychologiques,Hybrid,1450
2139,0301-9268,Precambrian Research,Hybrid,3250
2140,0141-6359,Precision Engineering,Hybrid,3340
2141,2210-7789,Pregnancy Hypertension,Hybrid,3000
2142,0091-7435,Preventive Medicine,Hybrid,3370
2143,2211-3355,Preventive Medicine Reports,Open access,2720
2144,0167-5877,Preventive Veterinary Medicine,Hybrid,3450
2145,1751-9918,Primary Care Diabetes,Hybrid,3150
2146,0266-8920,Probabilistic Engineering Mechanics,Hybrid,3150
2147,2212-8271,Procedia CIRP,,**
2148,1877-0509,Procedia Computer Science,,**
2149,2452-3216,Procedia Structural Integrity,,**
2150,1540-7489,Proceedings of the Combustion Institute,Hybrid,2980
2151,0016-7878,Proceedings of the Geologists' Association,Hybrid,3300
2152,1359-5113,Process Biochemistry,Hybrid,3890
2153,0957-5820,Process Safety and Environmental Protection,Hybrid,3450
2154,0376-0421,Progress in Aerospace Sciences,Hybrid,5070
2155,0079-6107,Progress in Biophysics & Molecular Biology,Hybrid,3360
2156,0033-0620,Progress in Cardiovascular Diseases,Hybrid,3550
2157,2590-0617,Progress in Disaster Science,Open access,1600
2158,2949-6942,Progress in Economic Geography,Hybrid,2400
2159,0360-1285,Progress in Energy and Combustion Science,Hybrid,6060
2160,0163-7827,Progress in Lipid Research,Hybrid,4800
2161,0079-6425,Progress in Materials Science,Hybrid,5800
2162,1002-0071,Progress in Natural Science: Materials International,Hybrid,2790
2163,0278-5846,Progress in Neuro-Psychopharmacology & Biological Psychiatry,Hybrid,3720
2164,0301-0082,Progress in Neurobiology,Hybrid,5150
2165,0149-1970,Progress in Nuclear Energy,Hybrid,2740
2166,0079-6565,Progress in Nuclear Magnetic Resonance Spectroscopy,Hybrid,4500
2167,0079-6611,Progress in Oceanography,Hybrid,3430
2168,0300-9440,Progress in Organic Coatings,Hybrid,3990
2169,0146-6410,Progress in Particle and Nuclear Physics,Hybrid,4920
2170,1058-9813,Progress in Pediatric Cardiology,Hybrid,2610
2171,0305-9006,Progress in Planning,Hybrid,4250
2172,0079-6700,Progress in Polymer Science,Hybrid,5760
2173,0079-6727,Progress in Quantum Electronics,Hybrid,3850
2174,1350-9462,Progress in Retinal and Eye Research,Hybrid,5990
2175,0079-6816,Progress in Surface Science,Hybrid,4010
2176,1166-7087,Progrès en Urologie,Hybrid,1910
2177,2666-7215,Project Leadership and Society,Open access,1800
2178,1098-8823,Prostaglandins & Other Lipid Mediators,Hybrid,3170
2179,0952-3278,"Prostaglandins, Leukotrienes & Essential Fatty Acids",Hybrid,3510
2180,2287-8882,Prostate International,Open access,1800
2181,1046-5928,Protein Expression and Purification,Hybrid,3310
2182,1434-4610,Protist,Hybrid,3320
2183,1134-5934,Psiquiatría Biológica,Hybrid,1530
2184,0165-1781,Psychiatry Research,Hybrid,3420
2185,2773-0212,Psychiatry Research Case Reports,Open access,900
2186,2772-5987,Psychiatry Research Communications,Open access,2000
2187,0925-4927,Psychiatry Research: Neuroimaging,Hybrid,3140
2188,1420-2530,Psychologie du Travail et des Organisations,Hybrid,1390
2189,1469-0292,Psychology of Sport and Exercise,Hybrid,3550
2190,0306-4530,Psychoneuroendocrinology,Hybrid,3850
2191,0033-3506,Public Health,Hybrid,2950
2192,2666-5352,Public Health in Practice,Open access,1700
2193,0363-8111,Public Relations Review,Hybrid,4150
2194,1094-5539,Pulmonary Pharmacology and Therapeutics,Hybrid,3420
2195,2531-0437,Pulmonology,,**
2196,2950-2365,Quaternary Environments and Humans,Open access,1700
2197,1871-1014,Quaternary Geochronology,Hybrid,3280
2198,1040-6182,Quaternary International,Hybrid,3400
2199,2666-0334,Quaternary Science Advances,Open access,1850
2200,0277-3791,Quaternary Science Reviews,Hybrid,3660
2201,1350-4487,Radiation Measurements,Hybrid,3200
2202,2666-5557,Radiation Medicine and Protection,Open access,2000
2203,0969-806X,Radiation Physics and Chemistry,Hybrid,3730
2204,1078-8174,Radiography,Hybrid,2500
2205,1930-0433,Radiology Case Reports,Open access,550
2206,0033-8338,Radiología,Hybrid,2500
2207,2173-5107,Radiología (English Edition),Hybrid,**
2208,0167-8140,Radiotherapy & Oncology,Hybrid,3210
2209,1550-7424,Rangeland Ecology & Management,Hybrid,2730
2210,0190-0528,Rangelands,Hybrid,1500
2211,2950-0087,Rare,Open access,1700
2212,1381-5148,Reactive and Functional Polymers,Hybrid,3660
2213,2605-1532,REC: CardioClinics,Hybrid,2700
2214,2773-1766,Redox Biochemistry and Chemistry,Open access,1500
2215,2213-2317,Redox Biology,Open access,3900
2216,2352-3204,Regenerative Therapy,Open access,1100
2217,0166-0462,Regional Science and Urban Economics,Hybrid,3360
2218,2352-4855,Regional Studies in Marine Science,Hybrid,2790
2219,0273-2300,Regulatory Toxicology and Pharmacology,Hybrid,3800
2220,0048-7120,Rehabilitación,Hybrid,2450
2221,0951-8320,Reliability Engineering & System Safety,Hybrid,4190
2222,2352-9385,Remote Sensing Applications: Society and Environment,Hybrid,2220
2223,0034-4257,Remote Sensing of Environment,Hybrid,4070
2224,1364-0321,Renewable & Sustainable Energy Reviews,Hybrid,4830
2225,2667-095X,Renewable and Sustainable Energy Transition,Open access,2400
2226,0960-1481,Renewable Energy,Hybrid,4000
2227,1755-0084,Renewable Energy Focus,Hybrid,1400
2228,1642-431X,Reproductive Biology,Hybrid,2750
2229,2405-6618,Reproductive Biomedicine & Society Online,Open access,1640
2230,1472-6483,Reproductive BioMedicine Online,Hybrid,3140
2231,0890-6238,Reproductive Toxicology,Hybrid,3500
2232,2475-0379,Research and Practice in Thrombosis and Haemostasis,Open access,2250
2233,1750-9467,Research in Autism Spectrum Disorders,Hybrid,3280
2234,0891-4222,Research in Developmental Disabilities,Hybrid,3430
2235,2772-6525,Research in Diagnostic and Interventional Imaging,Open access,1530
2236,1090-9443,Research in Economics,Hybrid,2740
2237,2590-051X,Research in Globalization,Open access,1390
2238,0275-5319,Research in International Business and Finance,Hybrid,3240
2239,0923-2508,Research in Microbiology,Hybrid,2240
2240,0191-3085,Research in Organizational Behavior,Hybrid,2600
2241,1551-7411,Research in Social and Administrative Pharmacy,Hybrid,4370
2242,0276-5624,Research in Social Stratification and Mobility,Hybrid,3360
2243,2210-5395,Research in Transportation Business & Management,Hybrid,2240
2244,0739-8859,Research in Transportation Economics,Hybrid,2360
2245,0034-5288,Research in Veterinary Science,Hybrid,2910
2246,2772-7661,Research Methods in Applied Linguistics,Hybrid,1500
2247,0048-7333,Research Policy,Hybrid,3960
2248,2772-7416,Resilient Cities and Structures,Open access,1200
2249,0928-7655,Resource and Energy Economics,Hybrid,2850
2250,0301-4207,Resources Policy,Hybrid,3150
2251,0921-3449,"Resources, Conservation & Recycling",Hybrid,4350
2252,2667-3789,"Resources, Conservation & Recycling Advances",Open access,2010
2253,2666-9161,"Resources, Environment and Sustainability",Open access,2000
2254,2212-5345,Respiratory Investigation,Hybrid,3000
2255,0954-6111,Respiratory Medicine,Hybrid,3420
2256,2590-0412,Respiratory Medicine and Research,Hybrid,1670
2257,2213-0071,Respiratory Medicine Case Reports,Open access,1120
2258,1569-9048,Respiratory Physiology & Neurobiology,Hybrid,3220
2259,2590-0374,Results in Applied Mathematics,Open access,1210
2260,2211-7156,Results in Chemistry,Open access,1400
2261,2666-7207,Results in Control and Optimization,Open access,1150
2262,2211-7148,Results in Earth Sciences,Open access,1000
2263,2590-1230,Results in Engineering,Open access,1400
2264,2666-2779,Results in Geochemistry,Open access,1000
2265,2666-8289,Results in Geophysical Sciences,Open access,1000
2266,2590-048X,Results in Materials,Open access,1050
2267,2666-9501,Results in Optics,Open access,1150
2268,2211-3797,Results in Physics,Open access,1690
2269,2666-8459,Results in Surfaces and Interfaces,Open access,1000
2270,0300-9572,Resuscitation,Hybrid,4000
2271,2666-5204,Resuscitation Plus,Open access,2100
2272,1699-258X,Reumatología Clínica,Hybrid,2880
2273,2173-5743,Reumatología clínica (English edition),Hybrid,**
2274,1094-2025,Review of Economic Dynamics,Hybrid,3050
2275,0034-6667,Review of Palaeobotany and Palynology,Hybrid,3080
2276,2405-4283,Reviews in Physics,Open access,3370
2277,0325-7541,Revista Argentina de Microbiología,,**
2278,0014-2565,Revista Clínica Española,Hybrid,2500
2279,2254-8874,Revista Clínica Española (English Edition),Hybrid,2500
2280,0121-8123,Revista Colombiana de Reumatología,Hybrid,2380
2281,2444-4405,Revista Colombiana de Reumatología (English Edition),Hybrid,**
2282,0375-0906,Revista de Gastroenterología de México,Open access,1200
2283,2255-534X,Revista de Gastroenterología de México (English Edition),Open access,**
2284,0214-4603,"Revista de Logopedia, Foniatría y Audiología",Hybrid,2420
2285,1136-1034,Revista de Psicodidáctica,Hybrid,3740
2286,2530-3805,Revista de Psicodidáctica (English edition),Hybrid,3250
2287,2950-2853,Spanish Journal of Psychiatry and Mental Health,Hybrid,1910
2288,0214-1582,Revista de Senología y Patología Mamaria,Hybrid,2250
2289,0034-9356,Revista Española de Anestesiología y Reanimación,Hybrid,2700
2290,2341-1929,Revista Española de Anestesiología y Reanimación (English Edition),Hybrid,2700
2291,0300-8932,Revista Española de Cardiología,Hybrid,3000
2292,1885-5857,Revista Española de Cardiología (English edition),Hybrid,3000
2293,1888-4415,Revista Española de Cirugía Ortopédica y Traumatología,Open access,1370
2294,0377-4732,Revista Española de Medicina Legal,Hybrid,2630
2295,2253-654X,Revista Española de Medicina Nuclear e Imagen Molecular,Hybrid,3400
2296,2253-8089,Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),Hybrid,3400
2297,1699-8855,Revista Española de Patología,Hybrid,2840
2298,1130-1406,Revista Iberoamericana de Micología,Hybrid,2500
2299,1887-8369,Revista Internacional de Acupuntura,Hybrid,2020
2300,1698-031X,Revista Internacional de Andrología,Hybrid,2500
2301,0716-8640,Revista Médica Clínica Las Condes,,**
2302,0870-2551,Revista Portuguesa de Cardiologia,,**
2303,0398-7620,Revue d'Epidémiologie et de Santé Publique,Hybrid,1960
2304,1877-0517,Revue de Chirurgie Orthopédique et Traumatologique,Hybrid,2340
2305,0035-1598,Revue de Micropaléontologie,Hybrid,2800
2306,1169-8330,Revue du Rhumatisme,Hybrid,1830
2307,1877-0320,Revue Française d'Allergologie,Hybrid,1880
2308,0035-3787,Revue Neurologique,Hybrid,3120
2309,2452-2198,Rhizosphere,Hybrid,2880
2310,1672-6308,Rice Science,,**
2311,0921-8890,Robotics and Autonomous Systems,Hybrid,3020
2312,0736-5845,Robotics and Computer-Integrated Manufacturing,Hybrid,4240
2313,0304-3479,Russian Literature,Hybrid,2420
2314,2093-7911,Safety and Health at Work,Open access,1750
2315,0925-7535,Safety Science,Hybrid,3880
2316,1637-4088,Sages-Femmes,Hybrid,1860
2317,2772-9710,Santé mentale et Droit,Hybrid,1600
2318,1013-9052,Saudi Dental Journal,,**
2319,1319-562X,Saudi Journal of Biological Sciences,Open access,1350
2320,1319-0164,Saudi Pharmaceutical Journal,Open access,1450
2321,0956-5221,Scandinavian Journal of Management,Hybrid,3470
2322,0920-9964,Schizophrenia Research,Hybrid,3800
2323,2215-0013,Schizophrenia Research: Cognition,Open access,2630
2324,1355-0306,Science & Justice,Hybrid,3720
2325,0765-1597,Science & Sports,Hybrid,2400
2326,2095-9273,Science Bulletin,Hybrid,2880
2327,2949-7043,Science in One Health,Open access,1800
2328,0167-6423,Science of Computer Programming,Hybrid,2460
2329,2666-0172,Science of Remote Sensing,Open access,1750
2330,0048-9697,Science of the Total Environment,Hybrid,3870
2331,2772-5693,Science Talks,Open access,700
2332,0304-4238,Scientia Horticulturae,Hybrid,3430
2333,2468-2276,Scientific African,Open access,500
2334,1359-6462,Scripta Materialia,Hybrid,3220
2335,0037-0738,Sedimentary Geology,Hybrid,3070
2336,1059-1311,Seizure - European Journal of Epilepsy,Hybrid,2500
2337,0049-0172,Seminars in Arthritis and Rheumatism,Hybrid,4080
2338,1045-4527,Seminars in Arthroplasty: JSES,Hybrid,2500
2339,1044-579X,Seminars in Cancer Biology,Hybrid,5150
2340,1084-9521,Seminars in Cell and Developmental Biology,Hybrid,4260
2341,1043-1489,Seminars in Colon and Rectal Surgery,Hybrid,2850
2342,0740-2570,Seminars in Diagnostic Pathology,Hybrid,3960
2343,1744-165X,Seminars in Fetal & Neonatal Medicine,Hybrid,4460
2344,0037-1963,Seminars in Hematology,Hybrid,3760
2345,1044-5323,Seminars in Immunology,Hybrid,4110
2346,0270-9295,Seminars in Nephrology,Hybrid,3270
2347,0001-2998,Seminars in Nuclear Medicine,Hybrid,4480
2348,0093-7754,Seminars in Oncology,Hybrid,3660
2349,0749-2081,Seminars in Oncology Nursing,Hybrid,3730
2350,1073-8746,Seminars in Orthodontics,Hybrid,3030
2351,1071-9091,Seminars in Pediatric Neurology,Hybrid,3110
2352,1055-8586,Seminars in Pediatric Surgery,Hybrid,3340
2353,0146-0005,Seminars in Perinatology,Hybrid,3990
2354,1053-4296,Seminars in Radiation Oncology,Hybrid,3230
